"row_id","age","gender","education_level","job_title","years_of_experience","salary"
1948,32,"Female","Master's","Full Stack Engineer",6,115000
1949,44,"Female","PhD","Senior Project Engineer",16,190000
1950,45,"Male","PhD","Software Engineer Manager",16,185000
1951,36,"Male","Bachelor's","Software Engineer Manager",8,135000
1952,28,"Female","Bachelor's","Front-End Developer",2,65000
1953,27,"Male","Bachelor's","Front-End Developer",2,65000
1954,39,"Female","Master's","Software Engineer Manager",12,160000
1955,43,"Female","PhD","Senior Project Engineer",14,190000
1956,30,"Male","Bachelor's","Back-End Developer",5,100000
1957,34,"Male","Master's","Back-End Developer",8,140000
1958,46,"Male","PhD","Senior Project Engineer",15,180000
1959,46,"Male","PhD","Software Engineer Manager",16,185000
1960,25,"Female","Bachelor's","Front-End Developer",1,55000
1961,33,"Female","Bachelor's","Full Stack Engineer",7,130000
1962,42,"Male","PhD","Software Engineer Manager",14,190000
1963,30,"Female","Master's","Front-End Developer",5,105000
1964,31,"Male","Bachelor's","Full Stack Engineer",6,115000
1965,50,"Male","PhD","Senior Project Engineer",19,200000
1966,49,"Female","PhD","Senior Project Engineer",17,195000
1967,30,"Male","Bachelor's","Back-End Developer",5,100000
1968,36,"Male","Master's","Back-End Developer",9,150000
1969,42,"Male","Master's","Software Engineer Manager",13,170000
1970,29,"Female","Master's","Back-End Developer",3,90000
1971,33,"Female","Bachelor's","Full Stack Engineer",6,115000
1972,33,"Female","Bachelor's","Full Stack Engineer",6,115000
1973,45,"Male","PhD","Software Engineer Manager",16,185000
1974,32,"Male","Master's","Back-End Developer",7,120000
1975,45,"Male","PhD","Senior Project Engineer",16,185000
1976,28,"Female","Bachelor's","Front-End Developer",2,65000
1977,48,"Male","PhD","Software Engineer Manager",19,200000
1978,39,"Female","Master's","Software Engineer Manager",12,160000
1979,29,"Female","Bachelor's","Front-End Developer",4,90000
1980,30,"Female","Bachelor's","Full Stack Engineer",5,100000
1981,30,"Male","Bachelor's","Back-End Developer",5,100000
1982,39,"Female","Master's","Software Engineer Manager",12,160000
1983,34,"Male","Master's","Front-End Developer",9,150000
1984,46,"Male","PhD","Senior Project Engineer",15,180000
1985,27,"Male","Bachelor's","Back-End Developer",3,80000
1986,37,"Female","Bachelor's","Software Engineer Manager",11,170000
1987,25,"Female","Bachelor's","Front-End Developer",1,55000
1988,49,"Male","PhD","Senior Project Engineer",17,195000
1989,40,"Female","PhD","Senior Software Engineer",12,160000
1990,42,"Male","PhD","Software Engineer Manager",14,190000
1991,26,"Male","Bachelor's","Back-End Developer",2,65000
1992,31,"Male","Bachelor's","Full Stack Engineer",6,115000
1993,32,"Female","Master's","Full Stack Engineer",6,115000
1994,49,"Female","PhD","Senior Project Engineer",19,210000
1995,49,"Female","PhD","Senior Project Engineer",17,195000
1996,36,"Male","Bachelor's","Software Engineer Manager",8,135000
1997,29,"Male","Bachelor's","Full Stack Engineer",4,90000
1998,36,"Male","Master's","Back-End Developer",9,150000
1999,27,"Male","Bachelor's","Front-End Developer",2,65000
2000,41,"Male","Master's","Software Engineer Manager",14,180000
2001,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2002,43,"Female","PhD","Senior Project Engineer",14,190000
2003,31,"Female","Bachelor's","Front-End Developer",6,110000
2004,45,"Male","PhD","Software Engineer Manager",16,185000
2005,34,"Male","Master's","Back-End Developer",8,140000
2006,28,"Female","Bachelor's","Front-End Developer",2,65000
2007,37,"Male","Master's","Software Engineer Manager",10,150000
2008,46,"Male","PhD","Software Engineer Manager",16,185000
2009,39,"Female","Master's","Software Engineer Manager",12,160000
2010,27,"Male","Bachelor's","Back-End Developer",3,80000
2011,33,"Female","Bachelor's","Full Stack Engineer",7,130000
2012,30,"Male","Bachelor's","Back-End Developer",5,100000
2013,50,"Male","PhD","Senior Project Engineer",18,195000
2014,30,"Female","Master's","Front-End Developer",5,105000
2015,46,"Male","PhD","Senior Project Engineer",15,180000
2016,32,"Female","Master's","Full Stack Engineer",6,115000
2017,25,"Female","Bachelor's","Front-End Developer",1,55000
2018,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2019,42,"Male","PhD","Software Engineer Manager",14,190000
2020,27,"Male","Bachelor's","Front-End Developer",2,65000
2021,31,"Male","Bachelor's","Full Stack Engineer",6,115000
2022,43,"Female","PhD","Senior Project Engineer",14,190000
2023,49,"Female","PhD","Senior Project Engineer",17,195000
2024,34,"Male","Master's","Back-End Developer",8,140000
2025,36,"Male","Master's","Back-End Developer",9,150000
2026,46,"Male","PhD","Software Engineer Manager",16,185000
2027,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2028,33,"Female","Bachelor's","Full Stack Engineer",7,130000
2029,45,"Male","PhD","Software Engineer Manager",16,185000
2030,30,"Female","Master's","Front-End Developer",5,105000
2031,35,"Male","Bachelor's","Full Stack Engineer",8,145000
2032,28,"Female","Bachelor's","Front-End Developer",2,65000
2033,50,"Male","PhD","Senior Project Engineer",19,200000
2034,41,"Male","PhD","Senior Project Engineer",13,185000
2035,30,"Male","Bachelor's","Back-End Developer",5,100000
2036,50,"Male","PhD","Senior Project Engineer",19,200000
2037,42,"Male","Master's","Software Engineer Manager",13,170000
2038,30,"Male","Bachelor's","Back-End Developer",5,100000
2039,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2040,42,"Male","Master's","Software Engineer Manager",13,170000
2041,39,"Female","Master's","Software Engineer Manager",12,160000
2042,45,"Male","PhD","Senior Project Engineer",16,185000
2043,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2044,30,"Male","Bachelor's","Back-End Developer",5,100000
2045,29,"Female","Bachelor's","Front-End Developer",4,90000
2046,45,"Male","PhD","Senior Project Engineer",16,185000
2047,46,"Male","PhD","Senior Project Engineer",15,180000
2048,39,"Female","Master's","Software Engineer Manager",12,160000
2049,25,"Female","Bachelor's","Front-End Developer",1,0
2050,29,"Female","Bachelor's","Front-End Developer",4,90000
2051,27,"Male","Bachelor's","Back-End Developer",3,80000
2052,39,"Female","Master's","Software Engineer Manager",12,160000
2053,30,"Female","Bachelor's","Software Engineer",5,90000
2054,49,"Male","PhD","Senior Project Engineer",17,195000
2055,27,"Male","Bachelor's","Back-End Developer",3,80000
2056,32,"Female","Master's","Full Stack Engineer",6,115000
2057,29,"Male","Bachelor's","Front-End Developer",4,80000
2058,49,"Male","PhD","Senior Project Engineer",17,195000
2059,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2060,42,"Male","Master's","Product Manager",14,180000
2061,32,"Female","Master's","Full Stack Engineer",6,115000
2062,27,"Male","Bachelor's","Front-End Developer",2,65000
2063,26,"Male","Bachelor's","Software Developer",2,60000
2064,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2065,43,"Female","PhD","Senior Project Engineer",14,190000
2066,35,"Female","Master's","Data Analyst",9,120000
2067,34,"Male","Master's","Back-End Developer",8,140000
2068,27,"Male","Bachelor's","Front-End Developer",2,65000
2069,27,"Female","Bachelor's","Software Engineer",3,70000
2070,46,"Male","PhD","Software Engineer Manager",16,185000
2071,43,"Female","PhD","Senior Project Engineer",14,190000
2072,48,"Male","PhD","Director of Data Science",18,210000
2073,33,"Female","Bachelor's","Full Stack Engineer",7,130000
2074,34,"Male","Master's","Back-End Developer",8,140000
2075,29,"Male","Bachelor's","Front-End Developer",4,90000
2076,30,"Female","Master's","Front-End Developer",5,105000
2077,46,"Male","PhD","Software Engineer Manager",16,185000
2078,40,"Female","Master's","Software Engineer Manager",12,160000
2079,50,"Male","PhD","Senior Project Engineer",19,200000
2080,27,"Female","Bachelor's","Back-End Developer",3,80000
2081,30,"Male","Bachelor's","Back-End Developer",5,100000
2082,50,"Male","PhD","Senior Project Engineer",18,195000
2083,34,"Male","Master's","Data Scientist",9,140000
2084,42,"Male","Master's","Software Engineer Manager",13,170000
2085,33,"Female","Master's","Full Stack Engineer",6,115000
2086,23,"Female","Bachelor's","Software Engineer",1,50000
2087,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2088,37,"Male","Bachelor's","Software Engineer Manager",10,150000
2089,32,"Male","Master's","Product Manager",7,110000
2090,45,"Male","PhD","Senior Project Engineer",16,185000
2091,25,"Female","Master's","Software Engineer",2,60000
2092,29,"Female","Bachelor's","Front-End Developer",4,90000
2093,33,"Female","Bachelor's","Full Stack Engineer",7,130000
2094,37,"Male","Bachelor's","Data Analyst",11,160000
2095,39,"Female","Master's","Software Engineer Manager",12,160000
2096,28,"Male","Bachelor's","Front-End Developer",2,65000
2097,30,"Female","Master's","Front-End Developer",5,105000
2098,28,"Male","Bachelor's","Software Engineer",4,75000
2099,27,"Male","Bachelor's","Back-End Developer",3,80000
2100,44,"Female","PhD","Senior Project Engineer",14,190000
2101,50,"Male","PhD","Senior Project Engineer",19,200000
2102,41,"Female","PhD","Director of Data Science",16,200000
2103,49,"Male","PhD","Senior Project Engineer",17,195000
2104,35,"Male","Master's","Back-End Developer",8,140000
2105,32,"Female","Master's","Full Stack Engineer",6,115000
2106,30,"Male","Bachelor's","Back-End Developer",5,100000
2107,47,"Male","PhD","Software Engineer Manager",16,185000
2108,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2109,42,"Male","Master's","Software Engineer Manager",13,170000
2110,27,"Male","Bachelor's","Front-End Developer",2,65000
2111,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2112,43,"Female","PhD","Senior Project Engineer",14,190000
2113,34,"Male","Master's","Data Analyst",8,100000
2114,34,"Male","Master's","Back-End Developer",8,140000
2115,28,"Male","Bachelor's","Software Engineer",4,75000
2116,24,"Female","Bachelor's","Software Developer",2,55000
2117,36,"Male","PhD","Senior Data Scientist",12,170000
2118,33,"Female","Master's","Data Analyst",7,95000
2119,22,"Male","Bachelor's","Front-End Developer",1,50000
2120,45,"Male","PhD","Senior Project Engineer",16,185000
2121,30,"Female","Bachelor's","Software Engineer",5,90000
2122,44,"Male","PhD","Senior Data Scientist",15,180000
2123,29,"Male","Bachelor's","Front-End Developer",4,80000
2124,29,"Female","Bachelor's","Software Developer",3,65000
2125,34,"Female","Bachelor's","Full Stack Engineer",7,130000
2126,31,"Male","Master's","Product Manager",6,120000
2127,31,"Female","Master's","Front-End Developer",5,105000
2128,25,"Female","Master's","Software Engineer",2,60000
2129,42,"Male","Master's","Product Manager",14,180000
2130,38,"Male","Bachelor's","Data Scientist",10,150000
2131,26,"Male","Bachelor's","Software Developer",2,60000
2132,27,"Male","Bachelor's","Software Engineer",3,70000
2133,35,"Female","Master's","Data Analyst",9,120000
2134,46,"Female","PhD","Director of Data Science",20,220000
2135,27,"Female","Bachelor's","Software Engineer",3,70000
2136,33,"Male","Master's","Data Analyst",8,100000
2137,51,"Male","PhD","Senior Project Engineer",19,200000
2138,48,"Male","PhD","Director of Data Science",18,210000
2139,24,"Female","Bachelor's","Software Developer",2,55000
2140,30,"Male","Bachelor's","Back-End Developer",5,100000
2141,34,"Male","Master's","Data Scientist",9,140000
2142,36,"Male","PhD","Senior Data Scientist",12,170000
2143,42,"Male","Master's","Software Engineer Manager",13,170000
2144,23,"Female","Bachelor's","Software Engineer",1,50000
2145,30,"Female","Bachelor's","Software Engineer",5,90000
2146,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2147,34,"Female","Bachelor's","Full Stack Engineer",8,122485
2148,29,"Male","Bachelor's","Front-End Developer",4,80000
2149,25,"Male","PhD","Software Engineer Manager",12,169159
2150,42,"Male","Master's","Product Manager",14,180000
2151,43,"Male","Master's","Senior Software Engineer",21,187081
2152,26,"Male","Bachelor's","Software Developer",2,60000
2153,53,"Other","High School","Senior Project Engineer",31,166109
2154,35,"Female","Master's","Data Analyst",9,120000
2155,27,"Female","Master's","Front-End Developer",5,78354
2156,29,"Female","Bachelor's","Front-End Developer",4,90000
2157,25,"Male","Bachelor's","Back-End Developer",2,90249
2158,29,"Female","Master's","Senior Software Engineer",6,132720
2159,39,"Female","Master's","Software Engineer Manager",12,160000
2160,52,"Male","PhD","Software Engineer Manager",23,161568
2161,27,"Male","Bachelor's","Back-End Developer",3,80000
2162,41,"Male","Master's","Front-End Developer",13,127346
2163,45,"Male","PhD","Senior Project Engineer",16,185000
2164,49,"Male","PhD","Senior Project Engineer",17,195000
2165,29,"Female","Bachelor's","Front-End Developer",4,90000
2166,49,"Female","Bachelor's","Back-End Developer",19,120177
2167,39,"Female","Master's","Software Engineer Manager",12,160000
2168,25,"Other","High School","Full Stack Engineer",2,69032
2169,27,"Male","Bachelor's","Back-End Developer",3,80000
2170,35,"Male","Master's","Senior Project Engineer",8,101332
2171,57,"Female","PhD","Full Stack Engineer",30,121450
2172,35,"Female","Bachelor's","Senior Project Engineer",12,166375
2173,43,"Male","Master's","Senior Software Engineer",21,185119
2174,49,"Male","PhD","Senior Project Engineer",17,195000
2175,37,"Female","Bachelor's","Full Stack Engineer",10,149217
2176,32,"Female","Master's","Full Stack Engineer",6,115000
2177,50,"Male","Master's","Software Engineer Manager",21,166512
2178,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2179,52,"Female","Master's","Senior Software Engineer",28,186963
2180,27,"Male","Bachelor's","Front-End Developer",2,65000
2181,27,"Female","Bachelor's","Software Engineer",3,70000
2182,26,"Male","Bachelor's","Back-End Developer",3,75072
2183,43,"Female","PhD","Senior Project Engineer",14,190000
2184,48,"Male","PhD","Director of Data Science",18,210000
2185,34,"Male","Master's","Back-End Developer",8,140000
2186,34,"Male","Master's","Data Scientist",9,140000
2187,34,"Female","Master's","Full Stack Engineer",10,163398
2188,30,"Male","High School","Senior Project Engineer",11,103947
2189,60,"Female","PhD","Software Engineer Manager",33,179180
2190,46,"Male","PhD","Software Engineer Manager",16,185000
2191,50,"Male","Bachelor's","Back-End Developer",23,175966
2192,33,"Female","Bachelor's","Full Stack Engineer",7,130000
2193,58,"Male","Master's","Senior Software Engineer",27,190004
2194,30,"Female","Master's","Front-End Developer",5,105000
2195,35,"Female","Master's","Full Stack Engineer",10,152039
2196,28,"Male","Master's","Front-End Developer",5,76742
2197,23,"Female","Bachelor's","Software Engineer",1,50000
2198,57,"Female","PhD","Software Engineer Manager",33,191790
2199,32,"Male","Master's","Product Manager",7,110000
2200,46,"Female","Bachelor's","Senior Software Engineer",20,139398
2201,50,"Male","PhD","Senior Project Engineer",19,200000
2202,25,"Female","Master's","Software Engineer",2,60000
2203,28,"Male","High School","Back-End Developer",7,95845
2204,30,"Male","Bachelor's","Back-End Developer",5,100000
2205,37,"Male","Bachelor's","Data Analyst",11,160000
2206,34,"Male","Master's","Full Stack Engineer",12,160976
2207,42,"Male","Master's","Software Engineer Manager",13,170000
2208,28,"Male","Bachelor's","Software Engineer",4,75000
2209,33,"Female","Master's","Senior Project Engineer",9,126753
2210,41,"Female","PhD","Director of Data Science",16,200000
2211,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2212,37,"Other","Master's","Full Stack Engineer",14,161393
2213,34,"Male","Master's","Data Analyst",8,100000
2214,45,"Male","PhD","Senior Project Engineer",16,185000
2215,33,"Male","Master's","Senior Software Engineer",8,139817
2216,24,"Female","Bachelor's","Software Developer",2,55000
2217,29,"Female","Bachelor's","Front-End Developer",4,90000
2218,53,"Male","PhD","Software Engineer Manager",25,181714
2219,39,"Female","Master's","Software Engineer Manager",12,160000
2220,35,"Female","Bachelor's","Back-End Developer",10,114776
2221,30,"Male","Master's","Full Stack Engineer",6,105725
2222,36,"Male","PhD","Senior Data Scientist",12,170000
2223,24,"Female","High School","Senior Project Engineer",1,52731
2224,30,"Female","Bachelor's","Software Engineer",5,90000
2225,36,"Male","Master's","Front-End Developer",8,106492
2226,29,"Male","Bachelor's","Front-End Developer",4,80000
2227,27,"Male","Bachelor's","Back-End Developer",3,80000
2228,27,"Female","Bachelor's","Full Stack Engineer",4,73895
2229,23,"Male","PhD","Software Engineer Manager",1,119836
2230,28,"Female","Master's","Senior Software Engineer",5,99747
2231,52,"Male","Bachelor's","Back-End Developer",25,168287
2232,42,"Male","Master's","Product Manager",14,180000
2233,49,"Male","PhD","Senior Project Engineer",17,195000
2234,28,"Female","Master's","Full Stack Engineer",7,115920
2235,26,"Male","Bachelor's","Software Developer",2,60000
2236,32,"Female","Master's","Full Stack Engineer",6,115000
2237,32,"Male","Master's","Senior Project Engineer",11,128078
2238,35,"Female","Master's","Data Analyst",9,120000
2239,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2240,24,"Female","Bachelor's","Front-End Developer",1,51265
2241,27,"Female","Bachelor's","Software Engineer",3,70000
2242,27,"Male","Bachelor's","Front-End Developer",2,65000
2243,43,"Male","High School","Senior Software Engineer",22,165919
2244,48,"Male","PhD","Director of Data Science",18,210000
2245,43,"Female","PhD","Senior Project Engineer",14,190000
2246,32,"Female","Master's","Full Stack Engineer",6,115000
2247,60,"Female","PhD","Software Engineer Manager",34,188651
2248,34,"Male","Master's","Data Scientist",9,140000
2249,34,"Male","Master's","Back-End Developer",8,140000
2250,24,"Male","Master's","Back-End Developer",0,55538
2251,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2252,46,"Male","PhD","Software Engineer Manager",16,185000
2253,55,"Male","Bachelor's","Senior Project Engineer",28,193964
2254,33,"Female","Bachelor's","Full Stack Engineer",7,130000
2255,27,"Male","Bachelor's","Front-End Developer",2,65000
2256,29,"Female","Master's","Full Stack Engineer",4,104702
2257,30,"Female","Master's","Front-End Developer",5,105000
2258,43,"Female","PhD","Senior Project Engineer",14,190000
2259,44,"Male","PhD","Software Engineer Manager",19,172955
2260,23,"Female","Bachelor's","Software Engineer",1,50000
2261,34,"Male","Master's","Back-End Developer",8,140000
2262,40,"Female","Master's","Senior Software Engineer",16,138032
2263,32,"Male","Master's","Product Manager",7,110000
2264,46,"Male","PhD","Software Engineer Manager",16,185000
2265,27,"Male","Bachelor's","Back-End Developer",4,82683
2266,25,"Female","Master's","Software Engineer",2,60000
2267,33,"Female","Bachelor's","Full Stack Engineer",7,130000
2268,43,"Male","Master's","Full Stack Engineer",17,155414
2269,30,"Female","Master's","Front-End Developer",5,105000
2270,49,"Female","High School","Senior Project Engineer",25,154207
2271,50,"Male","PhD","Senior Project Engineer",19,200000
2272,50,"Male","PhD","Senior Project Engineer",19,200000
2273,30,"Male","Bachelor's","Back-End Developer",5,100000
2274,30,"Male","Master's","Front-End Developer",8,107895
2275,30,"Male","Bachelor's","Back-End Developer",5,100000
2276,42,"Male","Master's","Software Engineer Manager",13,170000
2277,42,"Female","Bachelor's","Senior Software Engineer",18,148446
2278,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2279,26,"Male","Master's","Full Stack Engineer",4,102859
2280,45,"Male","PhD","Senior Project Engineer",16,185000
2281,41,"Female","PhD","Software Engineer Manager",13,138662
2282,29,"Female","Bachelor's","Front-End Developer",4,90000
2283,37,"Male","Bachelor's","Data Analyst",11,160000
2284,42,"Male","Master's","Software Engineer Manager",13,170000
2285,39,"Female","Master's","Software Engineer Manager",12,160000
2286,46,"Male","Bachelor's","Senior Project Engineer",23,181699
2287,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2288,27,"Male","Bachelor's","Back-End Developer",3,80000
2289,57,"Female","Master's","Full Stack Engineer",33,188232
2290,22,"Female","High School","Back-End Developer",0,51832
2291,54,"Male","PhD","Software Engineer Manager",28,188484
2292,28,"Male","Bachelor's","Software Engineer",4,75000
2293,42,"Female","Master's","Senior Software Engineer",16,138286
2294,41,"Female","PhD","Director of Data Science",16,200000
2295,49,"Male","Bachelor's","Full Stack Engineer",22,181132
2296,34,"Male","Master's","Data Analyst",8,100000
2297,27,"Female","Master's","Back-End Developer",4,73938
2298,24,"Female","Bachelor's","Software Developer",2,55000
2299,36,"Male","Bachelor's","Senior Project Engineer",14,119224
2300,31,"Female","Master's","Full Stack Engineer",6,101186
2301,39,"Male","Master's","Software Engineer Manager",14,142360
2302,41,"Female","Bachelor's","Senior Project Engineer",20,151315
2303,49,"Male","PhD","Senior Project Engineer",17,195000
2304,36,"Male","PhD","Senior Data Scientist",12,170000
2305,32,"Female","Master's","Full Stack Engineer",6,115000
2306,45,"Male","PhD","Senior Project Engineer",16,185000
2307,30,"Female","Bachelor's","Software Engineer",5,90000
2308,29,"Female","Bachelor's","Front-End Developer",4,90000
2309,29,"Male","Bachelor's","Front-End Developer",4,80000
2310,39,"Female","Master's","Software Engineer Manager",12,160000
2311,42,"Male","Master's","Product Manager",14,180000
2312,27,"Male","Bachelor's","Back-End Developer",3,80000
2313,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2314,26,"Male","Bachelor's","Software Developer",2,60000
2315,49,"Male","PhD","Senior Project Engineer",17,195000
2316,27,"Male","Bachelor's","Front-End Developer",2,65000
2317,35,"Female","Master's","Data Analyst",9,120000
2318,43,"Female","PhD","Senior Project Engineer",14,190000
2319,32,"Female","Master's","Full Stack Engineer",6,115000
2320,34,"Male","Master's","Back-End Developer",8,140000
2321,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2322,46,"Male","PhD","Software Engineer Manager",16,185000
2323,27,"Male","Bachelor's","Front-End Developer",2,65000
2324,33,"Female","Bachelor's","Full Stack Engineer",7,130000
2325,27,"Female","Bachelor's","Software Engineer",3,70000
2326,48,"Male","PhD","Full Stack Engineer",23,181021
2327,48,"Male","PhD","Director of Data Science",18,210000
2328,39,"Female","Master's","Senior Software Engineer",15,134641
2329,34,"Male","Master's","Data Scientist",9,140000
2330,48,"Male","Bachelor's","Front-End Developer",23,173851
2331,31,"Other","High School","Back-End Developer",8,104127
2332,30,"Female","Master's","Front-End Developer",5,105000
2333,47,"Male","Master's","Senior Project Engineer",25,178859
2334,29,"Female","PhD","Full Stack Engineer",5,98568
2335,43,"Female","PhD","Senior Project Engineer",14,190000
2336,32,"Male","Bachelor's","Software Engineer Manager",9,104661
2337,34,"Male","Master's","Back-End Developer",8,140000
2338,38,"Female","Master's","Senior Software Engineer",13,134858
2339,46,"Male","PhD","Software Engineer Manager",16,185000
2340,50,"Male","PhD","Senior Project Engineer",19,200000
2341,34,"Male","Bachelor's","Back-End Developer",10,94502
2342,30,"Male","Bachelor's","Back-End Developer",5,100000
2343,33,"Female","Bachelor's","Full Stack Engineer",7,130000
2344,23,"Other","High School","Front-End Developer",2,62852
2345,42,"Male","Master's","Software Engineer Manager",13,170000
2346,30,"Female","Master's","Front-End Developer",5,105000
2347,34,"Female","Bachelor's","Full Stack Engineer",8,122485
2348,50,"Male","PhD","Senior Project Engineer",19,200000
2349,25,"Male","PhD","Software Engineer Manager",12,169159
2350,30,"Male","Bachelor's","Back-End Developer",5,100000
2351,43,"Male","Master's","Senior Software Engineer",21,187081
2352,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2353,42,"Male","Master's","Software Engineer Manager",13,170000
2354,45,"Male","PhD","Senior Project Engineer",16,185000
2355,53,"Other","High School","Senior Project Engineer",31,166109
2356,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2357,27,"Female","Master's","Front-End Developer",5,78354
2358,25,"Male","Bachelor's","Back-End Developer",2,90249
2359,29,"Female","Bachelor's","Front-End Developer",4,90000
2360,29,"Female","Master's","Senior Software Engineer",6,132720
2361,52,"Male","PhD","Software Engineer Manager",23,161568
2362,41,"Male","Master's","Front-End Developer",13,127346
2363,45,"Male","PhD","Senior Project Engineer",16,185000
2364,49,"Female","Bachelor's","Back-End Developer",19,120177
2365,25,"Other","High School","Full Stack Engineer",2,69032
2366,35,"Male","Master's","Senior Project Engineer",8,101332
2367,29,"Female","Bachelor's","Front-End Developer",4,90000
2368,39,"Female","Master's","Software Engineer Manager",12,160000
2369,44,"Male","Master's","Senior Software Engineer",19,152203
2370,27,"Male","Bachelor's","Back-End Developer",3,80000
2371,57,"Female","PhD","Full Stack Engineer",30,121450
2372,55,"Female","PhD","Software Engineer Manager",30,183138
2373,49,"Male","PhD","Senior Project Engineer",17,195000
2374,35,"Male","Master's","Full Stack Engineer",9,130275
2375,32,"Female","Master's","Full Stack Engineer",6,115000
2376,54,"Male","Bachelor's","Senior Project Engineer",29,191915
2377,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2378,23,"Female","High School","Back-End Developer",2,62807
2379,27,"Male","Bachelor's","Front-End Developer",2,65000
2380,35,"Female","Bachelor's","Senior Project Engineer",12,166375
2381,43,"Male","Master's","Senior Software Engineer",21,185119
2382,37,"Female","Bachelor's","Full Stack Engineer",10,149217
2383,50,"Male","Master's","Software Engineer Manager",21,166512
2384,52,"Female","Master's","Senior Software Engineer",28,186963
2385,26,"Male","Bachelor's","Back-End Developer",3,75072
2386,23,"Female","Bachelor's","Software Engineer",1,50000
2387,34,"Female","Master's","Full Stack Engineer",10,163398
2388,32,"Male","Master's","Product Manager",7,110000
2389,30,"Male","High School","Senior Project Engineer",11,103947
2390,43,"Female","PhD","Senior Project Engineer",14,190000
2391,25,"Female","Master's","Software Engineer",2,60000
2392,34,"Male","Master's","Back-End Developer",8,140000
2393,37,"Male","Bachelor's","Data Analyst",11,160000
2394,46,"Male","PhD","Software Engineer Manager",16,185000
2395,28,"Male","Bachelor's","Software Engineer",4,75000
2396,60,"Female","PhD","Software Engineer Manager",33,179180
2397,46,"Male","Master's","Senior Software Engineer",21,174305
2398,41,"Female","PhD","Director of Data Science",16,200000
2399,33,"Female","Bachelor's","Full Stack Engineer",9,133326
2400,34,"Male","Master's","Data Analyst",8,100000
2401,26,"Male","Master's","Front-End Developer",4,75656
2402,43,"Female","PhD","Software Engineer Manager",19,155944
2403,33,"Female","Bachelor's","Full Stack Engineer",7,130000
2404,36,"Male","Master's","Full Stack Engineer",11,137775
2405,50,"Male","Bachelor's","Back-End Developer",23,175966
2406,30,"Female","Master's","Front-End Developer",5,105000
2407,23,"Female","Bachelor's","Senior Project Engineer",0,51831
2408,58,"Male","Master's","Senior Software Engineer",27,190004
2409,50,"Male","PhD","Senior Project Engineer",19,200000
2410,35,"Female","Master's","Full Stack Engineer",10,152039
2411,30,"Male","Bachelor's","Back-End Developer",5,100000
2412,28,"Male","Master's","Front-End Developer",5,76742
2413,42,"Male","Master's","Software Engineer Manager",13,170000
2414,57,"Female","PhD","Software Engineer Manager",33,191790
2415,33,"Female","Bachelor's","Full Stack Engineer",6,115000
2416,24,"Female","Bachelor's","Software Developer",2,55000
2417,46,"Female","Bachelor's","Senior Software Engineer",20,139398
2418,28,"Male","High School","Back-End Developer",7,95845
2419,34,"Male","Master's","Full Stack Engineer",12,160976
2420,45,"Male","PhD","Senior Project Engineer",16,185000
2421,29,"Female","Bachelor's","Front-End Developer",4,90000
2422,36,"Male","PhD","Senior Data Scientist",12,170000
2423,49,"Male","Master's","Software Engineer Manager",22,182237
2424,39,"Female","Master's","Software Engineer Manager",12,160000
2425,33,"Female","Master's","Senior Project Engineer",9,126753
2426,30,"Female","Bachelor's","Software Engineer",5,90000
2427,27,"Male","Bachelor's","Back-End Developer",3,80000
2428,37,"Other","Master's","Full Stack Engineer",14,161393
2429,29,"Male","Bachelor's","Front-End Developer",4,80000
2430,42,"Male","Master's","Product Manager",14,180000
2431,26,"Male","Bachelor's","Software Developer",2,60000
2432,35,"Female","Master's","Full Stack Engineer",10,151901
2433,35,"Female","Master's","Data Analyst",9,120000
2434,31,"Male","Bachelor's","Back-End Developer",8,100052
2435,49,"Male","PhD","Senior Project Engineer",17,195000
2436,27,"Female","Bachelor's","Software Engineer",3,70000
2437,54,"Other","High School","Senior Software Engineer",29,158254
2438,33,"Male","Master's","Senior Software Engineer",8,139817
2439,32,"Female","Master's","Full Stack Engineer",6,115000
2440,48,"Male","PhD","Director of Data Science",18,210000
2441,43,"Male","Master's","Full Stack Engineer",20,167207
2442,53,"Male","PhD","Software Engineer Manager",25,181714
2443,36,"Male","Bachelor's","Software Engineer Manager",8,135000
2444,33,"Female","Master's","Senior Project Engineer",10,112439
